1


    Run title : Megrim (L. whiffiagonis.) in Divisions VIIIc and IXa                            

    At 22/04/2010  10:14   

                                                                                                 

       Table  1    Catch numbers at age                              Numbers*10**-3
       YEAR,       1986,    1987,    1988,    1989,

       AGE
         1,         1013,    2020,    2977,     760,
         2,         1952,    2303,    3344,    1903,
         3,          668,     752,    1038,     678,
         4,          639,     394,     738,     631,
         5,          501,     289,     530,     501,
         6,          201,      80,     181,     190,
       +gp,          194,      71,     130,     253,
0    TOTALNUM,      5168,    5909,    8938,    4916,
     TONSLAND,       659,     497,     817,     714,
     SOPCOF %,        95,      95,      95,      99,
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
       Table  1    Catch numbers at age                              Numbers*10**-3
       YEAR,       1990,    1991,    1992,    1993,    1994,    1995,    1996,    1997,    1998,    1999,

       AGE
         1,         4230,    1018,    1062,     519,      40,     509,     198,      82,      77,      20,
         2,         2135,    2352,     392,    1703,     432,      36,    1486,    1062,     882,     240,
         3,          775,     801,     677,     312,    1784,     254,      37,    1011,    1205,     960,
         4,          868,     690,    1120,     526,     549,     620,     279,      76,     881,     693,
         5,          329,     643,     591,     357,     624,     241,     502,     362,     214,     442,
         6,          376,     141,      77,     102,     330,      69,     147,     305,     328,     105,
       +gp,          558,      59,      68,      36,     119,      72,      81,     116,     149,     207,
0    TOTALNUM,      9271,    5704,    3987,    3555,    3878,    1801,    2730,    3014,    3736,    2667,
     TONSLAND,       977,     614,     516,     383,     479,     218,     329,     356,     446,     343,
     SOPCOF %,        99,     100,     100,     100,     100,     101,     102,     100,     101,     101,
1


    Run title : Megrim (L. whiffiagonis.) in Divisions VIIIc and IXa                            

    At 22/04/2010  10:14   

                                                                                                 

       Table  1    Catch numbers at age                              Numbers*10**-3
       YEAR,       2000,    2001,    2002,    2003,    2004,    2005,    2006,    2007,    2008,    2009,

       AGE
         1,            9,      40,      31,     129,      46,     123,      91,      79,       7,      28,
         2,          122,     305,     151,     242,     236,     215,     418,     161,     284,      90,
         3,          598,     300,     310,     265,     205,     400,     467,     232,     207,     144,
         4,          507,     244,      86,     175,     242,     160,     248,     297,     148,      95,
         5,          361,     220,     164,      80,     184,     152,     170,     142,     166,      73,
         6,           83,     160,      80,      54,     100,      86,     106,      81,      60,      57,
       +gp,          161,     118,      37,      48,      71,      41,      36,      56,      35,      28,
0    TOTALNUM,      1841,    1387,     859,     993,    1084,    1177,    1536,    1048,     907,     515,
     TONSLAND,       253,     175,     117,     134,     149,     147,     210,     155,     133,      84,
     SOPCOF %,       101,     101,     100,     101,     100,      98,     100,     100,     100,     100,
1


    Run title : Megrim (L. whiffiagonis.) in Divisions VIIIc and IXa                            

    At 22/04/2010  10:14   

                                                                                                 

       Table  2    Catch weights at age (kg)                                
       YEAR,       1986,    1987,    1988,    1989,

       AGE
         1,        .0450,   .0490,   .0450,   .0510,
         2,        .1020,   .0840,   .0900,   .1020,
         3,        .1210,   .0920,   .1030,   .1220,
         4,        .1640,   .1430,   .1500,   .1640,
         5,        .2160,   .1760,   .1910,   .2240,
         6,        .3160,   .3140,   .2900,   .2930,
       +gp,        .4770,   .4150,   .4240,   .5200,
0    SOPCOFAC,     .9488,   .9495,   .9485,   .9937,
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
       Table  2    Catch weights at age (kg)                                
       YEAR,       1990,    1991,    1992,    1993,    1994,    1995,    1996,    1997,    1998,    1999,

       AGE
         1,        .0410,   .0390,   .0340,   .0360,   .0460,   .0600,   .0540,   .0560,   .0460,   .0560,
         2,        .0980,   .0910,   .0950,   .0800,   .0690,   .0710,   .0880,   .0830,   .0700,   .0700,
         3,        .1290,   .1080,   .1250,   .1170,   .1000,   .1020,   .1210,   .1020,   .0990,   .0890,
         4,        .1660,   .1460,   .1550,   .1470,   .1300,   .1270,   .1280,   .1260,   .1300,   .1190,
         5,        .2070,   .1730,   .2090,   .1950,   .1500,   .1650,   .1640,   .1410,   .1550,   .1600,
         6,        .2410,   .2520,   .3210,   .2370,   .1900,   .2120,   .2110,   .1990,   .1890,   .2160,
       +gp,        .3690,   .4200,   .5340,   .5380,   .3440,   .3400,   .3540,   .3410,   .3240,   .2960,
0    SOPCOFAC,     .9855,  1.0024,   .9998,  1.0029,  1.0007,  1.0064,  1.0165,   .9980,  1.0078,  1.0073,
1


    Run title : Megrim (L. whiffiagonis.) in Divisions VIIIc and IXa                            

    At 22/04/2010  10:14   

                                                                                                 

       Table  2    Catch weights at age (kg)                                
       YEAR,       2000,    2001,    2002,    2003,    2004,    2005,    2006,    2007,    2008,    2009,

       AGE
         1,        .0560,   .0580,   .0580,   .0560,   .0620,   .0610,   .0633,   .0652,   .0587,   .0648,
         2,        .0720,   .0850,   .0820,   .0890,   .0850,   .0798,   .0917,   .0884,   .0915,   .0906,
         3,        .0940,   .0880,   .1150,   .1160,   .1090,   .1105,   .1228,   .1095,   .1190,   .1345,
         4,        .1210,   .1180,   .1190,   .1500,   .1300,   .1426,   .1589,   .1440,   .1467,   .1603,
         5,        .1610,   .1480,   .1620,   .1940,   .1570,   .1647,   .1816,   .1971,   .1880,   .1881,
         6,        .2150,   .1720,   .2060,   .2520,   .2040,   .1994,   .2280,   .2360,   .2465,   .2492,
       +gp,        .2960,   .2560,   .3880,   .3820,   .3200,   .3801,   .3925,   .3657,   .4091,   .4080,
0    SOPCOFAC,    1.0101,  1.0073,   .9960,  1.0059,  1.0018,   .9837,   .9999,   .9991,   .9996,  1.0009,
1


    Run title : Megrim (L. whiffiagonis.) in Divisions VIIIc and IXa                            

    At 22/04/2010  10:14   

                                                                                                 

       Table  3    Stock weights at age (kg)                                
       YEAR,       1986,    1987,    1988,    1989,

       AGE
         1,        .0450,   .0490,   .0450,   .0510,
         2,        .1020,   .0840,   .0900,   .1020,
         3,        .1210,   .0920,   .1030,   .1220,
         4,        .1640,   .1430,   .1500,   .1640,
         5,        .2160,   .1760,   .1910,   .2240,
         6,        .3160,   .3140,   .2900,   .2930,
       +gp,        .4770,   .4150,   .4240,   .5200,
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
       Table  3    Stock weights at age (kg)                                
       YEAR,       1990,    1991,    1992,    1993,    1994,    1995,    1996,    1997,    1998,    1999,

       AGE
         1,        .0410,   .0390,   .0340,   .0360,   .0460,   .0600,   .0540,   .0560,   .0460,   .0560,
         2,        .0980,   .0910,   .0950,   .0800,   .0690,   .0710,   .0880,   .0830,   .0700,   .0700,
         3,        .1290,   .1080,   .1250,   .1170,   .1000,   .1020,   .1210,   .1020,   .0990,   .0890,
         4,        .1660,   .1460,   .1550,   .1470,   .1300,   .1270,   .1280,   .1260,   .1300,   .1190,
         5,        .2070,   .1730,   .2090,   .1950,   .1500,   .1650,   .1640,   .1410,   .1550,   .1600,
         6,        .2410,   .2520,   .3210,   .2370,   .1900,   .2120,   .2110,   .1990,   .1890,   .2160,
       +gp,        .3690,   .4200,   .5340,   .5380,   .3440,   .3400,   .3540,   .3410,   .3240,   .2960,
1


    Run title : Megrim (L. whiffiagonis.) in Divisions VIIIc and IXa                            

    At 22/04/2010  10:14   

                                                                                                 

       Table  3    Stock weights at age (kg)                                
       YEAR,       2000,    2001,    2002,    2003,    2004,    2005,    2006,    2007,    2008,    2009,

       AGE
         1,        .0560,   .0580,   .0580,   .0560,   .0620,   .0610,   .0633,   .0652,   .0587,   .0648,
         2,        .0720,   .0850,   .0820,   .0890,   .0850,   .0798,   .0917,   .0884,   .0915,   .0906,
         3,        .0940,   .0880,   .1150,   .1160,   .1090,   .1105,   .1228,   .1095,   .1190,   .1345,
         4,        .1210,   .1180,   .1190,   .1500,   .1300,   .1426,   .1589,   .1440,   .1467,   .1603,
         5,        .1610,   .1480,   .1620,   .1940,   .1570,   .1647,   .1816,   .1971,   .1880,   .1881,
         6,        .2150,   .1720,   .2060,   .2520,   .2040,   .1994,   .2280,   .2360,   .2465,   .2492,
       +gp,        .2960,   .2560,   .3880,   .3820,   .3200,   .3801,   .3925,   .3657,   .4091,   .4080,
1


    Run title : Megrim (L. whiffiagonis.) in Divisions VIIIc and IXa                            

